Longitud;Latitud
 2,15092434; 4,13930465e+01
 2,15453487; 4,13928485e+01
 2,14867520; 4,13927807e+01
 2,14973713; 4,13921576e+01
 2,16773753; 4,14023090e+01
 2,16919280; 4,13966317e+01
 2,15008222; 4,13927908e+01
 2,15187802; 4,13903600e+01
 2,15329354; 4,13818388e+01
 2,15323351; 4,13818840e+01
 2,15344163; 4,13902542e+01
 2,15224517; 4,13911563e+01
 2,14513998; 4,13924058e+01
 2,14748631; 4,13929668e+01
 2,16494243; 4,13997119e+01
 2,15633914; 4,13886027e+01
 2,17351125; 4,13998822e+01
 2,17351125; 4,13998822e+01
 2,17351125; 4,13998822e+01
 2,17351125; 4,13998822e+01
 2,15663087; 4,13885468e+01
 2,15222528; 4,13937461e+01
 2,15529300; 4,13875350e+01
 2,15085038; 4,13924885e+01
 2,15151484; 4,13937025e+01
 2,17473277; 4,14014521e+01
 2,15586577; 4,13883781e+01
 2,15571837; 4,13885385e+01
 2,15565051; 4,13885882e+01
 2,17137461; 4,14016304e+01
 2,17065948; 4,13996994e+01
 2,16839322; 4,13939963e+01
 2,16901160; 4,13944602e+01
 2,17213668; 4,13965956e+01
 2,17642013; 4,13960735e+01
 2,16888067; 4,13926621e+01
 2,16888067; 4,13926621e+01
 2,16985584; 4,13936724e+01
 2,16797994; 4,13928330e+01
 2,16987364; 4,13919724e+01
 2,17941632; 4,13943111e+01
 2,17110941; 4,13929016e+01
 2,17110941; 4,13929016e+01
 2,17122778; 4,13929898e+01
 2,17031004; 4,13945643e+01
 2,16696519; 4,13885743e+01
 2,16706403; 4,13887774e+01
 2,17521634; 4,13981488e+01
 2,17507456; 4,13918212e+01
 2,17269349; 4,13917303e+01
 2,16400532; 4,13923236e+01
 2,17534209; 4,13912003e+01
 2,16630909; 4,13918366e+01
 2,17802400; 4,13980961e+01
 2,17833722; 4,13987292e+01
 2,16835665; 4,13899397e+01
 2,16944041; 4,13902051e+01
 2,17363905; 4,13902372e+01
 2,16932640; 4,13939368e+01
 2,17583695; 4,13976758e+01
 2,17610563; 4,13974956e+01
 2,17657412; 4,13973781e+01
 2,17657412; 4,13973781e+01
 2,17673394; 4,13973780e+01
 2,17704568; 4,13974347e+01
 2,17733208; 4,13975750e+01
 2,17488457; 4,13919576e+01
 2,16622733; 4,13885747e+01
 2,16421504; 4,13924795e+01
 2,16569085; 4,13935923e+01
 2,16477483; 4,13905080e+01
 2,17405287; 4,13934425e+01
 2,17034096; 4,13916626e+01
 2,17151211; 4,13925465e+01
 2,17151211; 4,13925465e+01
 2,17410845; 4,13916979e+01
 2,17410845; 4,13916979e+01
 2,17484186; 4,13971316e+01
 2,17568698; 4,13963940e+01
 2,17579338; 4,13967971e+01
 2,17579338; 4,13967971e+01
 2,17549324; 4,13972804e+01
 2,16968827; 4,13965849e+01
 2,17130178; 4,13978149e+01
 2,17209970; 4,13998398e+01
 2,16792941; 4,13970487e+01
 2,17455918; 4,13954965e+01
 2,17168332; 4,13938064e+01
 2,17168332; 4,13938064e+01
 2,17179029; 4,13901941e+01
 2,16792750; 4,13966452e+01
 2,17212211; 4,13970744e+01
 2,16598948; 4,13880189e+01
 2,17374473; 4,13970893e+01
 2,17166421; 4,13952456e+01
 2,16880484; 4,13879478e+01
 2,17492150; 4,14005384e+01
 2,17605466; 4,13942564e+01
 2,16659780; 4,13942745e+01
 2,16673697; 4,13943822e+01
 2,16349210; 4,13974044e+01
 2,16359879; 4,13974893e+01
-1,48875284;-9,01937570e-06
-1,48875284;-9,01937570e-06
-1,48875284;-9,01937570e-06
 2,16594383; 4,13961567e+01
 2,16480403; 4,13970196e+01
 2,16441884; 4,13975900e+01
 2,15715331; 4,13962881e+01
 2,15643138; 4,13968351e+01
 2,15955446; 4,13963633e+01
 2,18140276; 4,14091385e+01
 2,16261202; 4,13921394e+01
 2,16249751; 4,13922262e+01
 2,15831355; 4,13966289e+01
 2,17938618; 4,14035445e+01
 2,18034539; 4,14097335e+01
 2,15901592; 4,13974401e+01
 2,15791388; 4,13974547e+01
 2,16399411; 4,13935251e+01
 2,16454423; 4,13932160e+01
 2,16414673; 4,13930124e+01
 2,16213804; 4,13967180e+01
 2,16028009; 4,13949780e+01
 2,18116336; 4,14061266e+01
 2,17964509; 4,14050175e+01
 2,17951924; 4,14051111e+01
 2,16173682; 4,13947731e+01
 2,16433472; 4,13949399e+01
 2,16425336; 4,13950062e+01
 2,17977175; 4,14055238e+01
 2,17015622; 4,13973855e+01
 2,17040670; 4,13975458e+01
 2,17103198; 4,13980161e+01
 2,17112571; 4,13980868e+01
 2,17112571; 4,13980868e+01
 2,17787810; 4,14069107e+01
 2,18315936; 4,14050717e+01
 2,16596909; 4,13924493e+01
 2,16158106; 4,13956773e+01
 2,18339198; 4,14046578e+01
 2,16843313; 4,13916255e+01
 2,16674437; 4,13896163e+01
 2,16864547; 4,13910505e+01
 2,16299532; 4,13936079e+01
 2,16391787; 4,13940233e+01
 2,18061401; 4,14072947e+01
 2,16618493; 4,13909004e+01
 2,16376775; 4,13989317e+01
 2,16229897; 4,13985599e+01
 2,16229897; 4,13985599e+01
 2,18043952; 4,14081370e+01
 2,18038521; 4,14066702e+01
 2,16778967; 4,13955784e+01
 2,16326399; 4,13992872e+01
 2,16326399; 4,13992872e+01
 2,16180628; 4,13989006e+01
 2,16149074; 4,13980605e+01
 2,16469355; 4,13988097e+01
 2,16469355; 4,13988097e+01
 2,18370920; 4,14054842e+01
 2,16575123; 4,13946324e+01
 2,16575123; 4,13946324e+01
 2,16575123; 4,13946324e+01
 2,16547215; 4,13948579e+01
 2,16438811; 4,13957307e+01
 2,16353283; 4,13964199e+01
 2,16353283; 4,13964199e+01
 2,16353283; 4,13964199e+01
 2,16801769; 4,13962989e+01
 2,16356700; 4,13979539e+01
 2,16345475; 4,13980411e+01
 2,16381936; 4,13980417e+01
 2,16289604; 4,13986794e+01
 2,16289604; 4,13986794e+01
 2,17734749; 4,14095186e+01
 2,17374916; 4,14099323e+01
 2,17242138; 4,14034882e+01
 2,17630607; 4,14067356e+01
-1,48875284;-9,01937570e-06
 2,17731811; 4,14057968e+01
 2,17891853; 4,14040387e+01
 2,17798800; 4,14031842e+01
 2,17824187; 4,14033738e+01
 2,17643493; 4,14107615e+01
 2,17589664; 4,14047297e+01
 2,17860696; 4,14038608e+01
 2,17686456; 4,14037585e+01
 2,17580335; 4,14080505e+01
 2,17685757; 4,14074316e+01
 2,17703430; 4,14027366e+01
 2,17584753; 4,14132078e+01
 2,17635911; 4,14135908e+01
 2,17519009; 4,14041981e+01
 2,17360434; 4,14084450e+01
 2,17589661; 4,14025641e+01
 2,18319650; 4,13968134e+01
 2,15608169; 4,13758506e+01
 2,17921775; 4,14023928e+01
 2,18305850; 4,13985774e+01
 2,18098599; 4,14032358e+01
 2,18195982; 4,14029871e+01
 2,18176235; 4,14031359e+01
 2,18464288; 4,14030610e+01
 2,18448029; 4,14036357e+01
 2,18413062; 4,14026773e+01
 2,17909499; 4,14091045e+01
 2,17834342; 4,13976769e+01
 2,17834342; 4,13976769e+01
 2,17972530; 4,13976780e+01
 2,17847783; 4,13969204e+01
 2,18322844; 4,14022877e+01
 2,18314801; 4,14023485e+01
-1,48875284;-9,01937570e-06
 2,18201299; 4,13993670e+01
 2,18034490; 4,14012435e+01
 2,17952550; 4,13985653e+01
 2,18047704; 4,13991909e+01
 2,18153047; 4,14007260e+01
 2,17970858; 4,13996834e+01
 2,17970858; 4,13996834e+01
 2,18168606; 4,14001861e+01
 2,18196552; 4,14003957e+01
 2,18447977; 4,14010559e+01
-1,48875284;-9,01937570e-06
-1,48875284;-9,01937570e-06
 2,17574422; 4,14019183e+01
 2,17459169; 4,13757815e+01
 2,17486660; 4,13738423e+01
 2,16907256; 4,13754871e+01
 2,16907256; 4,13754871e+01
 2,16720367; 4,13766152e+01
 2,17571118; 4,13733890e+01
 2,17571118; 4,13733890e+01
 2,17565023; 4,13731121e+01
 2,17512979; 4,13733605e+01
 2,16958636; 4,13691822e+01
 2,17272709; 4,13679416e+01
 2,15912071; 4,13692189e+01
 2,15820331; 4,13704283e+01
 2,16955084; 4,13698695e+01
 2,14058000; 4,13364919e+01
 2,15124045; 4,13685929e+01
 2,14591557; 4,13680647e+01
 2,16267251; 4,13705126e+01
 2,16569840; 4,13709103e+01
 2,16131337; 4,13731799e+01
 2,14426211; 4,13541147e+01
 2,14285243; 4,13556375e+01
 2,11492606; 4,13308400e+01
 2,11482632; 4,13297861e+01
 2,11720910; 4,13369145e+01
 2,14624042; 4,13466332e+01
 2,14624042; 4,13466332e+01
 2,12231423; 4,13386839e+01
 2,14334973; 4,13445779e+01
 2,13653960; 4,13356904e+01
 2,14461822; 4,13466639e+01
 2,14195372; 4,13450284e+01
 2,11902149; 4,13285429e+01
 2,13363984; 4,13367061e+01
 2,12628359; 4,13397221e+01
 2,13647925; 4,13307768e+01
 2,15024759; 4,13519256e+01
 2,15834667; 4,13542378e+01
 2,14288578; 4,13489489e+01
 2,16189509; 4,13576691e+01
 2,12666926; 4,13431848e+01
 2,12286310; 4,13318654e+01
 2,17590799; 4,13727846e+01
 2,14793562; 4,13513623e+01
 2,12984312; 4,13444589e+01
 2,13848876; 4,13619712e+01
 2,13637582; 4,13659211e+01
 2,13658727; 4,13634748e+01
 2,13943947; 4,13625536e+01
 2,13705784; 4,13633410e+01
 2,11603248; 4,13307545e+01
 2,13394916; 4,13564224e+01
 2,13394916; 4,13564224e+01
 2,14982626; 4,13715156e+01
 2,14305786; 4,13616213e+01
 2,14261011; 4,13653196e+01
 2,14472853; 4,13601268e+01
 2,14488550; 4,13612320e+01
 2,13885247; 4,13641469e+01
 2,13793085; 4,13670752e+01
 2,13756826; 4,13670074e+01
 2,13999653; 4,13667104e+01
 2,14056814; 4,13679764e+01
 2,14646219; 4,13769516e+01
 2,14512849; 4,13790578e+01
 2,14512849; 4,13790578e+01
 2,14532001; 4,13752989e+01
 2,14543575; 4,13756926e+01
 2,14816551; 4,13749950e+01
-1,48875284;-9,01937570e-06
-1,48875284;-9,01937570e-06
-1,48875284;-9,01937570e-06
-1,48875284;-9,01937570e-06
-1,48875284;-9,01937570e-06
 2,14654714; 4,13761521e+01
 2,14501274; 4,13774033e+01
 2,14574405; 4,13777389e+01
 2,14264308; 4,13758137e+01
 2,14660095; 4,13771582e+01
 2,14384246; 4,13717411e+01
 2,14384246; 4,13717411e+01
 2,14449559; 4,13722337e+01
 2,14874948; 4,13780635e+01
 2,14571561; 4,13772715e+01
 2,14647948; 4,13737264e+01
 2,13287511; 4,13732648e+01
 2,13432278; 4,13722786e+01
 2,13503236; 4,13685320e+01
 2,13566220; 4,13663954e+01
 2,13490130; 4,13660231e+01
 2,13490130; 4,13660231e+01
 2,13357428; 4,13682458e+01
 2,14110103; 4,13703419e+01
 2,14110103; 4,13703419e+01
 2,14110103; 4,13703419e+01
 2,13859211; 4,13686483e+01
 2,13620738; 4,13728887e+01
 2,13668204; 4,13678654e+01
 2,14584508; 4,13742945e+01
 2,14651094; 4,13744117e+01
 2,14332115; 4,13730408e+01
 2,13575223; 4,13685187e+01
 2,14403823; 4,13725509e+01
 2,14403823; 4,13725509e+01
 2,14453851; 4,13729275e+01
 2,14356314; 4,13724149e+01
 2,13293537; 4,13696995e+01
 2,13293537; 4,13696995e+01
 2,14415448; 4,13736895e+01
 2,13521152; 4,13694855e+01
 2,12840282; 4,13800649e+01
 2,12945807; 4,13758522e+01
 2,12598713; 4,13766218e+01
 2,12694961; 4,13773592e+01
 2,12602682; 4,13782040e+01
 2,12900752; 4,13732768e+01
 2,13147037; 4,13817173e+01
 2,13211162; 4,13810440e+01
 2,13303838; 4,13772327e+01
 2,13200907; 4,13772527e+01
 2,13455491; 4,13762547e+01
 2,13689712; 4,13771394e+01
 2,14123331; 4,13758219e+01
 2,13964910; 4,13786955e+01
 2,14063098; 4,13770659e+01
 2,14015628; 4,13764987e+01
 2,13804041; 4,13809946e+01
 2,13798256; 4,13771159e+01
 2,13850394; 4,13786484e+01
 2,13698534; 4,13882946e+01
 2,13684005; 4,13889166e+01
 2,13684005; 4,13889166e+01
 2,14017278; 4,13916869e+01
 2,14135482; 4,13926398e+01
 2,13937595; 4,13893628e+01
 2,14219416; 4,13884812e+01
 2,14090911; 4,13882172e+01
 2,14183381; 4,13926173e+01
-1,48875284;-9,01937570e-06
 2,13724501; 4,13842687e+01
 2,14307883; 4,13901894e+01
 2,14432066; 4,13919563e+01
 2,14379122; 4,13923597e+01
 2,14334261; 4,13936032e+01
 2,13536288; 4,13856127e+01
 2,14169363; 4,13839324e+01
 2,14089113; 4,13846132e+01
 2,14226448; 4,13928405e+01
 2,13176095; 4,13918971e+01
 2,13053098; 4,13923265e+01
 2,12973082; 4,13847616e+01
 2,12698891; 4,13799202e+01
 2,13247929; 4,13907407e+01
 2,13041336; 4,13915846e+01
 2,13378312; 4,13909340e+01
 2,13286067; 4,13884409e+01
 2,13174951; 4,13846482e+01
 2,13066419; 4,13887563e+01
 2,13810740; 4,13832029e+01
 2,13587116; 4,13889842e+01
 2,12864396; 4,13892798e+01
 2,13092162; 4,13830321e+01
 2,13773934; 4,13896800e+01
 2,13163402; 4,13924823e+01
 2,13018313; 4,13867463e+01
 2,12724711; 4,13827109e+01
 2,13537357; 4,13925063e+01
 2,13537357; 4,13925063e+01
 2,13537357; 4,13925063e+01
 2,11969457; 4,13838560e+01
 2,11286398; 4,13791535e+01
 2,12725894; 4,13924418e+01
 2,12016406; 4,13808433e+01
 2,11324226; 4,13854292e+01
 2,11424607; 4,13785993e+01
 2,11424607; 4,13785993e+01
 2,12804704; 4,13868596e+01
 2,12752964; 4,13882190e+01
 2,12752964; 4,13882190e+01
 2,12251361; 4,13801121e+01
 2,12136785; 4,13809081e+01
 2,12136785; 4,13809081e+01
 2,12547274; 4,13922011e+01
 2,12661633; 4,13892548e+01
 2,12086992; 4,13879011e+01
 2,12086992; 4,13879011e+01
 2,11812695; 4,13871961e+01
 2,11445297; 4,13862412e+01
 2,11445297; 4,13862412e+01
 2,11711642; 4,13846577e+01
 2,12041017; 4,13792293e+01
 2,10879193; 4,13819576e+01
 2,12767359; 4,13921423e+01
 2,12767359; 4,13921423e+01
 2,12112471; 4,13797362e+01
 2,12284728; 4,13857624e+01
 2,12378721; 4,13867886e+01
 2,12345626; 4,13883832e+01
 2,11827763; 4,13849670e+01
 2,11857790; 4,13860508e+01
 2,12600853; 4,13790250e+01
 2,11614244; 4,13788959e+01
 2,12464424; 4,13801674e+01
 2,11106111; 4,13937331e+01
 2,11701165; 4,13967053e+01
 2,12138251; 4,13917949e+01
 2,11953459; 4,13935686e+01
 2,11886966; 4,13930182e+01
 2,12542247; 4,13899723e+01
 2,10694372; 4,13863440e+01
 2,12532308; 4,13907487e+01
 2,14036946; 4,14004905e+01
 2,14449804; 4,13948763e+01
 2,14482737; 4,13957323e+01
 2,14405205; 4,13945972e+01
 2,14405205; 4,13945972e+01
 2,13795532; 4,13975319e+01
 2,13636223; 4,13975723e+01
 2,13843249; 4,13993167e+01
 2,10800152; 4,13901046e+01
 2,10888311; 4,13918257e+01
 2,10932544; 4,13926841e+01
 2,10976609; 4,13935438e+01
 2,11227887; 4,13976761e+01
 2,10913857; 4,13917493e+01
 2,13642774; 4,14018500e+01
 2,13739709; 4,13985679e+01
 2,13844197; 4,13983816e+01
 2,14500125; 4,13973788e+01
 2,13592053; 4,13970340e+01
 2,13892987; 4,13945246e+01
 2,13708690; 4,14016611e+01
 2,14119981; 4,14028978e+01
 2,14325178; 4,14005013e+01
 2,14212768; 4,13943388e+01
 2,14053201; 4,13945266e+01
 2,13902619; 4,13998069e+01
 2,14014335; 4,13962980e+01
 2,13963634; 4,13964926e+01
 2,13876211; 4,14031461e+01
 2,14592485; 4,13953790e+01
 2,14926468; 4,14013290e+01
 2,15086016; 4,14002932e+01
 2,14397428; 4,13996854e+01
 2,14734250; 4,14007582e+01
 2,14978703; 4,14002244e+01
 2,14811104; 4,14006724e+01
 2,15551947; 4,13989165e+01
 2,15508222; 4,13993607e+01
 2,15249537; 4,14001180e+01
 2,15121806; 4,14026488e+01
 2,15091231; 4,14016538e+01
 2,14770808; 4,13959696e+01
 2,14431253; 4,13980212e+01
 2,14424290; 4,13980763e+01
 2,14359128; 4,13985790e+01
 2,14911127; 4,13957104e+01
 2,15497668; 4,13993720e+01
 2,15458145; 4,13992603e+01
 2,15214947; 4,14019448e+01
 2,14390325; 4,13971857e+01
 2,14872331; 4,13972436e+01
 2,14994119; 4,13980889e+01
 2,14279789; 4,13999474e+01
 2,14958395; 4,13974862e+01
 2,14333907; 4,14055509e+01
 2,14124256; 4,14053207e+01
-1,48875284;-9,01937570e-06
 2,13933764; 4,14047071e+01
 2,14587099; 4,14005432e+01
 2,14111853; 4,14032374e+01
 2,11909502; 4,14070050e+01
 2,12155228; 4,14037135e+01
 2,11741747; 4,13991856e+01
 2,11963183; 4,14020343e+01
 2,11824280; 4,13995376e+01
 2,11650181; 4,14039133e+01
 2,11938045; 4,14054748e+01
 2,12096556; 4,13997747e+01
 2,12443452; 4,13994724e+01
 2,12305993; 4,14045675e+01
 2,12647310; 4,13976396e+01
 2,12823048; 4,13995029e+01
 2,12157999; 4,14077406e+01
 2,12409690; 4,14012381e+01
 2,12049040; 4,14071909e+01
 2,12528083; 4,14034278e+01
 2,12502720; 4,14032858e+01
 2,12502720; 4,14032858e+01
 2,12095409; 4,14010159e+01
 2,12323698; 4,14040340e+01
 2,12323698; 4,14040340e+01
 2,12555154; 4,13972633e+01
 2,12555450; 4,13971052e+01
 2,13008816; 4,13974318e+01
 2,12800602; 4,14010806e+01
 2,13048245; 4,14023582e+01
 2,13341829; 4,13983738e+01
 2,13000814; 4,14007858e+01
 2,13316457; 4,13994985e+01
 2,12910211; 4,13993844e+01
 2,12873917; 4,13998587e+01
 2,12734010; 4,13953262e+01
 2,12687184; 4,13948755e+01
 2,13455826; 4,13979995e+01
 2,13455826; 4,13979995e+01
 2,13455826; 4,13979995e+01
 2,13370317; 4,13993065e+01
 2,13069398; 4,13973115e+01
 2,11648059; 4,14040847e+01
 2,12869416; 4,13960992e+01
 2,12869416; 4,13960992e+01
-1,48875284;-9,01937570e-06
 2,13199814; 4,13949899e+01
 2,13284846; 4,13949668e+01
 2,13097460; 4,13999975e+01
 2,13128664; 4,13999942e+01
 2,12900427; 4,14042037e+01
 2,13111572; 4,14051829e+01
 2,12601922; 4,14084183e+01
 2,13172304; 4,14070311e+01
 2,12858861; 4,14059350e+01
 2,12613121; 4,14129260e+01
 2,13294055; 4,14159179e+01
 2,13676011; 4,14069360e+01
 2,13544616; 4,14135099e+01
 2,13370472; 4,14163112e+01
 2,13467731; 4,14192220e+01
 2,13467731; 4,14192220e+01
 2,13478631; 4,14038672e+01
 2,14950981; 4,14075215e+01
 2,15068499; 4,14070024e+01
 2,13421246; 4,14026924e+01
 2,15102229; 4,14070182e+01
 2,15095207; 4,14072203e+01
 2,13845505; 4,14049996e+01
 2,13772625; 4,14056667e+01
 2,13524974; 4,14028143e+01
 2,14779730; 4,14074532e+01
 2,13679922; 4,14065035e+01
 2,13886544; 4,14049423e+01
 2,13396641; 4,14057894e+01
 2,15018314; 4,14045383e+01
 2,14999455; 4,14044044e+01
 2,13502061; 4,14065874e+01
 2,14693562; 4,14082597e+01
 2,14767083; 4,14110335e+01
 2,14762729; 4,14086435e+01
 2,14437957; 4,14054228e+01
 2,14104885; 4,14068573e+01
 2,14830139; 4,14102446e+01
 2,14293260; 4,14069021e+01
 2,14721146; 4,14066536e+01
 2,14034397; 4,14146768e+01
 2,09655492; 4,14233308e+01
 2,11337453; 4,14156350e+01
 2,10148025; 4,14188753e+01
 2,09953010; 4,14315562e+01
 2,15042463; 4,14095111e+01
 2,15014467; 4,14104468e+01
 2,12216645; 4,14224859e+01
 2,14267082; 4,14160391e+01
 2,14499076; 4,14144957e+01
 2,14174789; 4,14145310e+01
 2,14760141; 4,14155470e+01
 2,14873786; 4,14166415e+01
 2,14105225; 4,14189967e+01
 2,14105225; 4,14189967e+01
 2,14782000; 4,14128667e+01
 2,13876117; 4,14224206e+01
 2,14456017; 4,14187781e+01
 2,14456017; 4,14187781e+01
 2,13419138; 4,14226258e+01
 2,14135997; 4,14199821e+01
 2,13937268; 4,14193303e+01
 2,13937268; 4,14193303e+01
 2,14812192; 4,14176987e+01
 2,15114017; 4,14211690e+01
 2,15127028; 4,14111850e+01
 2,15326236; 4,14123518e+01
 2,15338124; 4,14123648e+01
 2,15318132; 4,14095075e+01
 2,15827027; 4,14120155e+01
 2,15363627; 4,14100377e+01
 2,15363627; 4,14100377e+01
 2,15680008; 4,14112410e+01
 2,15546771; 4,14092797e+01
 2,15767954; 4,14143875e+01
 2,16227908; 4,14155324e+01
 2,15845382; 4,14102255e+01
 2,16053363; 4,13995562e+01
 2,16036358; 4,13999139e+01
 2,15718778; 4,13993979e+01
 2,15718778; 4,13993979e+01
 2,15718778; 4,13993979e+01
 2,15718778; 4,13993979e+01
 2,15696478; 4,13993524e+01
 2,15972775; 4,13984006e+01
 2,15992950; 4,14002075e+01
 2,15276991; 4,14060037e+01
 2,15422539; 4,14016070e+01
 2,15364690; 4,14035490e+01
 2,15298623; 4,14031288e+01
 2,16038469; 4,14086548e+01
 2,16331678; 4,14015699e+01
 2,16200254; 4,14088396e+01
 2,16194632; 4,14074787e+01
 2,16815356; 4,14047521e+01
 2,16815356; 4,14047521e+01
 2,16416458; 4,14058289e+01
-1,48875284;-9,01937570e-06
 2,16599206; 4,14063530e+01
 2,16599206; 4,14063530e+01
 2,16875973; 4,14043041e+01
 2,16623207; 4,14072131e+01
 2,15972485; 4,14072717e+01
 2,15972485; 4,14072717e+01
 2,16719213; 4,14054667e+01
 2,16200641; 4,14132773e+01
 2,16574980; 4,14100556e+01
 2,16896577; 4,14083208e+01
 2,16525110; 4,14088888e+01
 2,16575745; 4,14092056e+01
 2,16135161; 4,14131704e+01
 2,14892436; 4,14235098e+01
 2,14243171; 4,14241276e+01
 2,14850341; 4,14249166e+01
 2,14222926; 4,14263163e+01
 2,13959600; 4,14239425e+01
 2,13959600; 4,14239425e+01
 2,13583859; 4,14293260e+01
 2,13324178; 4,14326332e+01
 2,14093895; 4,14344108e+01
 2,14075558; 4,14346928e+01
 2,14346624; 4,14275457e+01
 2,13890112; 4,14269274e+01
 2,13889523; 4,14268749e+01
 2,14829930; 4,14360930e+01
 2,14468434; 4,14349029e+01
 2,14414732; 4,14355011e+01
 2,15428723; 4,14319734e+01
 2,15127372; 4,14315068e+01
 2,15127372; 4,14315068e+01
 2,14983271; 4,14317723e+01
 2,14983271; 4,14317723e+01
 2,15029988; 4,14317144e+01
 2,17084763; 4,14246267e+01
 2,14892571; 4,14345683e+01
 2,14931169; 4,14349181e+01
 2,15476340; 4,14294600e+01
 2,16051202; 4,14260386e+01
 2,15718487; 4,14438705e+01
 2,15994826; 4,14255804e+01
 2,16637808; 4,14274502e+01
 2,15854965; 4,14414906e+01
 2,16323977; 4,14372899e+01
 2,15391285; 4,14387016e+01
 2,15362283; 4,14392994e+01
 2,14967937; 4,14391377e+01
 2,15645800; 4,14484631e+01
 2,15672006; 4,14485470e+01
 2,16018849; 4,14363405e+01
 2,16167674; 4,14378035e+01
 2,16338754; 4,14404633e+01
 2,16338754; 4,14404633e+01
 2,15777646; 4,14477682e+01
 2,16085123; 4,14376235e+01
 2,16159553; 4,14398728e+01
 2,16411483; 4,14376942e+01
 2,15959435; 4,14315598e+01
 2,16173176; 4,14337418e+01
 2,15982839; 4,14348039e+01
 2,16040830; 4,14300113e+01
 2,16247160; 4,14326030e+01
 2,15845824; 4,14342231e+01
 2,15633540; 4,14354330e+01
 2,16189538; 4,14160874e+01
 2,16013352; 4,14169901e+01
 2,15928906; 4,14182254e+01
 2,16465880; 4,14203244e+01
-1,48875284;-9,01937570e-06
 2,15612296; 4,14256636e+01
 2,15710456; 4,14231635e+01
 2,15474744; 4,14250619e+01
 2,15816967; 4,14225031e+01
 2,15387965; 4,14248060e+01
 2,15286697; 4,14238574e+01
 2,15289773; 4,14281846e+01
 2,15861538; 4,14224608e+01
 2,15840822; 4,14281613e+01
 2,17008737; 4,14127154e+01
 2,16656288; 4,14133257e+01
 2,17152668; 4,14130433e+01
 2,17247603; 4,14128716e+01
 2,16931396; 4,14155498e+01
 2,16931396; 4,14155498e+01
 2,17380143; 4,14131632e+01
 2,17391415; 4,14131532e+01
 2,17378318; 4,14132536e+01
 2,15262801; 4,14247027e+01
 2,17088346; 4,14123922e+01
 2,17871781; 4,14203654e+01
 2,16350908; 4,14154258e+01
 2,18086573; 4,14190385e+01
 2,18086667; 4,14193635e+01
 2,18117774; 4,14203400e+01
 2,17465438; 4,14232525e+01
 2,17280153; 4,14239959e+01
 2,17917609; 4,14195985e+01
 2,17766194; 4,14246191e+01
 2,17744787; 4,14236026e+01
 2,18000487; 4,14206747e+01
 2,17675586; 4,14231059e+01
 2,17442657; 4,14179011e+01
 2,17843304; 4,14164697e+01
 2,17815981; 4,14255568e+01
 2,17805317; 4,14254052e+01
 2,17669581; 4,14179593e+01
 2,17582109; 4,14208364e+01
 2,18088727; 4,14554802e+01
 2,17662474; 4,14271098e+01
 2,16948841; 4,14449148e+01
 2,16572652; 4,14435952e+01
 2,16527135; 4,14423926e+01
 2,16254147; 4,14438906e+01
 2,17714114; 4,14630295e+01
 2,16254147; 4,14438906e+01
 2,17336564; 4,14484396e+01
 2,17656110; 4,14489347e+01
 2,17615880; 4,14483895e+01
 2,17049692; 4,14460846e+01
 2,17049692; 4,14460846e+01
 2,16850356; 4,14398311e+01
 2,16850356; 4,14398311e+01
 2,16924234; 4,14400390e+01
 2,18591181; 4,14496539e+01
 2,18542590; 4,14495074e+01
 2,18542590; 4,14495074e+01
 2,18593885; 4,14490996e+01
 2,17286972; 4,14374333e+01
 2,17900868; 4,14488159e+01
 2,17856995; 4,14487848e+01
 2,18644867; 4,14497847e+01
 2,18644867; 4,14497847e+01
 2,18628665; 4,14527675e+01
 2,18596832; 4,14525461e+01
 2,18151433; 4,14517634e+01
 2,17953991; 4,14487655e+01
 2,18612514; 4,14486875e+01
 2,17472206; 4,14465295e+01
 2,17585406; 4,14419802e+01
 2,17902162; 4,14410853e+01
 2,17816490; 4,14411607e+01
 2,16705561; 4,14420060e+01
 2,17861681; 4,14455444e+01
 2,17149583; 4,14445675e+01
 2,17885089; 4,14466324e+01
 2,17889139; 4,14426607e+01
 2,18361011; 4,14429189e+01
 2,18068660; 4,14444330e+01
 2,18550222; 4,14447648e+01
 2,18688765; 4,14450513e+01
 2,16992297; 4,14298459e+01
 2,18218214; 4,14461393e+01
 2,18437383; 4,14463990e+01
 2,16790880; 4,14300444e+01
 2,18292649; 4,14322467e+01
 2,18292649; 4,14322467e+01
 2,17759925; 4,14306301e+01
 2,18019644; 4,14330443e+01
 2,18425205; 4,14312987e+01
 2,18120743; 4,14372935e+01
 2,18184925; 4,14393042e+01
 2,17654439; 4,14342163e+01
 2,17968928; 4,14341304e+01
 2,17930326; 4,14323459e+01
 2,17916484; 4,14325690e+01
 2,18005008; 4,14328899e+01
 2,17081055; 4,14364753e+01
 2,17441812; 4,14363099e+01
 2,17421441; 4,14364791e+01
 2,17948867; 4,14339693e+01
 2,17378897; 4,14324235e+01
 2,19094490; 4,14279825e+01
 2,19169845; 4,14264158e+01
 2,18974094; 4,14279418e+01
 2,16899320; 4,14376217e+01
 2,18311550; 4,14294482e+01
 2,19278604; 4,14248043e+01
 2,18685589; 4,14262677e+01
 2,17973891; 4,14287621e+01
 2,19507954; 4,14244702e+01
 2,18833339; 4,14232336e+01
 2,18833250; 4,14241892e+01
 2,18600708; 4,14248450e+01
